ontology,root,fragment,text,statements,llm_used
envo,http://purl.obolibrary.org/obo/ENVO_03501174,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:high_dependency_unit_facility rdfs:subClassOf :hospital_unit_facility ;
    :has_definition ""A hospital unit facility which is used to provide high dependency care.""@en ;
    :has_exact_synonym ""HDU""@en,
        ""high dependency ward""@en,
        ""progressive care unit""@en,
        ""progressive care ward""@en,
        ""progressive intensive recovery unit""@en,
        ""step-down unit""@en,
        ""step-down ward""@en .

","A high dependency unit facility is a type of hospital unit facility designed to provide high dependency care. It is exactly synonymous with several terms, including HDU, high dependency ward, progressive care unit, progressive care ward, progressive intensive recovery unit, step-down unit, and step-down ward.",9,True
envo,http://purl.obolibrary.org/obo/ENVO_03501175,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:psychiatric_unit_facility rdfs:subClassOf :hospital_unit_facility ;
    :has_definition ""A hospital unit facility which is used to provide psychiatric medicine.""@en ;
    :has_exact_synonym ""psych unit""@en,
        ""psych ward""@en,
        ""psychiatric ward""@en .

","A psychiatric unit facility is a type of hospital unit facility that is used to provide psychiatric medicine. It has exact synonyms such as psych unit, psych ward, and psychiatric ward.",5,True
envo,http://purl.obolibrary.org/obo/ENVO_03501176,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:psychiatric_intensive_care_unit_facility rdfs:subClassOf :intensive_care_unit_facility ;
    :has_definition ""A hospital unit facility which is used to provide  intensive psychiatric care.""@en ;
    :has_exact_synonym ""PICU""@en,
        ""PsICU""@en,
        ""psychiatric intensive care ward""@en .

","The Psychiatric Intensive Care Unit (PICU) facility is a specific type of Intensive Care Unit facility designed for providing intensive psychiatric care. It is also exactly synonymous with PsICU and psychiatric intensive care ward, illustrating the variety of terms used to describe such specialized hospital unit facilities.",5,True
envo,http://purl.obolibrary.org/obo/ENVO_03501177,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:radiotherapy_unit_facility rdfs:subClassOf :hospital_unit_facility ;
    :has_definition ""A hospital unit facility which is used to provide radiation therapy.""@en ;
    :has_exact_synonym ""radiation therapy unit""@en,
        ""radiation therapy ward""@en,
        ""radiotherapy ward""@en .

","A radiotherapy unit facility is a type of hospital unit facility that is used to provide radiation therapy. This facility is also precisely known as a radiation therapy unit, radiation therapy ward, or a radiotherapy ward.",5,True
envo,http://purl.obolibrary.org/obo/ENVO_03501178,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:rheumatology_unit_facility rdfs:subClassOf :hospital_unit_facility ;
    :has_definition ""A hospital unit facility which is used to provide rheumatic medical services.""@en ;
    :has_exact_synonym ""rheumatology ward""@en .

",The rheumatology unit facility is a type of hospital unit facility defined as a hospital unit facility used to provide rheumatic medical services. It is also exactly synonymous with the rheumatology ward.,3,True
envo,http://purl.obolibrary.org/obo/ENVO_03501179,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:urology_unit_facility rdfs:subClassOf :hospital_unit_facility ;
    :has_definition ""A hospital unit facility which is used to provide urological medicine services.""@en ;
    :has_exact_synonym ""urology ward""@en .

","The Urology Unit Facility is a type of hospital unit facility that is specifically used to provide urological medicine services. It is also exactly synonymous with the term ""urology ward.""",3,True
envo,http://purl.obolibrary.org/obo/ENVO_03501180,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:patient_room rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :healthcare_facility ],
        :room ;
    :has_definition ""A room which is used for patient care during a patient's visit or stay in a healthcare facility.""@en ;
    :has_exact_synonym ""patient-care room""@en ;
    :has_narrow_synonym ""examination room""@en,
        ""patient bed room""@en .

","A patient room is a type of room that is part of a healthcare facility, at least in part. It is defined as a room which is used for patient care during a patient's visit or stay in a healthcare facility. Furthermore, ""patient-care room"" is an exact synonym for patient room, while ""examination room"" and ""patient bed room"" are considered narrow synonyms.",6,True
envo,http://purl.obolibrary.org/obo/ENVO_03501181,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:tertiary_referral_hospital rdfs:subClassOf :hospital ;
    :has_definition ""A hospital which is used to provide tertiary care.""@en ;
    :has_exact_synonym ""tertiary care center""@en,
        ""tertiary center""@en,
        ""tertiary hospital""@en,
        ""tertiary referral center""@en .

","A tertiary referral hospital is a type of hospital defined as one used to provide tertiary care. It is also exactly synonymous with tertiary care center, tertiary center, tertiary hospital, and tertiary referral center.",6,True
envo,http://purl.obolibrary.org/obo/ENVO_03501182,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:clinic rdfs:subClassOf :facility ;
    :has_definition ""A facility which is used to provide treatment, remedial work, and/or instruction.""@en .

","A clinic is a type of facility that is used to provide treatment, remedial work, and/or instruction.",2,True
envo,http://purl.obolibrary.org/obo/ENVO_03501183,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:medical_clinic rdfs:subClassOf :healthcare_facility ;
    :has_broad_synonym ""clinic""@en ;
    :has_definition ""A healthcare facility which is used to provide outpatient health care services.""@en ;
    :has_exact_synonym ""ambulatory care clinic""@en,
        ""outpatient clinic""@en .

","A medical clinic is a type of healthcare facility, defined as a healthcare facility used to provide outpatient health care services. It is broadly synonymous with ""clinic"" and has exact synonyms ""ambulatory care clinic"" and ""outpatient clinic.""",5,True
envo,http://purl.obolibrary.org/obo/ENVO_03501184,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:chiropractic_clinic rdfs:subClassOf :medical_clinic ;
    :has_definition ""A medical clinic which is used to provide chiropractic services.""@en ;
    :has_exact_synonym ""chiropractic office""@en,
        ""chiropractor clinic""@en,
        ""chiropractor office""@en .

","A chiropractic clinic is a type of medical clinic defined as a medical clinic used to provide chiropractic services. It is also exactly synonymous with terms such as chiropractic office, chiropractor clinic, and chiropractor office.",5,True
envo,http://purl.obolibrary.org/obo/ENVO_03501185,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:dental_clinic rdfs:subClassOf :medical_clinic ;
    :has_definition ""A medical clinic which is used to provide medical services focused on maintaining and improving the oral health of clients.""@en ;
    :has_exact_synonym ""dental office""@en,
        ""dentist clinic""@en,
        ""dentist office""@en .

","A dental clinic is a type of medical clinic defined as a medical facility used to provide services focused on maintaining and improving the oral health of clients. It is also exactly synonymous with dental office, dentist clinic, and dentist office.",5,True
envo,http://purl.obolibrary.org/obo/ENVO_03501186,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:family_practice_clinic rdfs:subClassOf :medical_clinic ;
    :has_definition ""A medical clinic which is used to provide family medicine services.""@en ;
    :has_exact_synonym ""GP clinic""@en,
        ""GP office""@en,
        ""family care clinic""@en,
        ""family doctor clinic""@en,
        ""family doctor office""@en,
        ""family medicine clinic""@en,
        ""family medicine office""@en,
        ""general medicine clinic""@en,
        ""general practice clinic""@en,
        ""general practice office""@en .

","A family practice clinic is a type of medical clinic defined as a medical clinic used to provide family medicine services. It is exactly synonymous with several terms, including GP clinic, GP office, family care clinic, family doctor clinic, family doctor office, family medicine clinic, family medicine office, general medicine clinic, general practice clinic, and general practice office.",12,True
envo,http://purl.obolibrary.org/obo/ENVO_03501187,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:massage_therapy_clinic rdfs:subClassOf :medical_clinic ;
    :has_definition ""A medical clinic which is used to provide massage therapy services.""@en ;
    :has_exact_synonym ""massage therapist clinic""@en,
        ""massage therapist office""@en,
        ""massage therapy office""@en .

","A massage therapy clinic is a type of medical clinic, specifically used to provide massage therapy services. It is also precisely known as a massage therapist clinic, massage therapist office, or massage therapy office.",5,True
envo,http://purl.obolibrary.org/obo/ENVO_03501188,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ophthalmology_clinic rdfs:subClassOf :medical_clinic ;
    :has_definition ""A medical clinic which is used to provide ophthalmology services.""@en ;
    :has_exact_synonym ""ophthalmologist clinic""@en,
        ""ophthalmologist office""@en,
        ""ophthalmology office""@en .

","An ophthalmology clinic is a type of medical clinic, specifically defined as a medical clinic used to provide ophthalmology services. This type of clinic is also exactly synonymous with an ophthalmologist clinic, ophthalmologist office, and ophthalmology office.",5,True
envo,http://purl.obolibrary.org/obo/ENVO_03501189,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:optometry_clinic rdfs:subClassOf :medical_clinic ;
    :has_definition ""A medical clinic which is used to provide optometry services.""@en ;
    :has_exact_synonym ""eye doctor office""@en,
        ""optometrist clinic""@en,
        ""optometrist office""@en .

","An optometry clinic is a type of medical clinic defined as a medical clinic used to provide optometry services. It is also exactly synonymous with an eye doctor office, optometrist clinic, and optometrist office.",5,True
envo,http://purl.obolibrary.org/obo/ENVO_03501190,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:pain_clinic rdfs:subClassOf :medical_clinic ;
    :has_definition ""A medical clinic which is used to provide pain management services.""@en ;
    :has_exact_synonym ""pain management clinic""@en ;
    :has_narrow_synonym ""chronic pain clinic""@en .

","A pain clinic is a type of medical clinic defined as a medical facility used to provide pain management services. It is exactly synonymous with a pain management clinic and has a narrow synonym, chronic pain clinic.",4,True
envo,http://purl.obolibrary.org/obo/ENVO_03501191,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:physiotherapy_clinic rdfs:subClassOf :medical_clinic ;
    :has_definition ""A medical clinic which is used to provide physical therapy services.""@en ;
    :has_exact_synonym ""physical therapy clinic""@en,
        ""physical therapy office""@en,
        ""physiotherapy office""@en .

","A physiotherapy clinic, also known exactly as a physical therapy clinic or physical therapy office, and equivalently referred to as a physiotherapy office, is a type of medical clinic. It is specifically used to provide physical therapy services, defining its primary function and distinguishing its role within the medical field.",5,True
envo,http://purl.obolibrary.org/obo/ENVO_03501192,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:walk_in_clinic rdfs:subClassOf :medical_clinic ;
    :has_definition ""A medical clinic which is used to provide services to walk-in patients.""@en ;
    :has_exact_synonym ""walk-in centre""@en .

","A walk-in clinic is a type of medical clinic known for providing services to walk-in patients. It is also exactly synonymous with the term ""walk-in centre.""",3,True
envo,http://purl.obolibrary.org/obo/ENVO_03501193,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:pharmacy rdfs:subClassOf :healthcare_facility ;
    :has_definition ""A healthcare facility which is used to prepare, dispense, or sell medical drugs.""@en ;
    :has_exact_synonym ""apothecary""@en .

","A pharmacy is a type of healthcare facility known for preparing, dispensing, or selling medical drugs. It is exactly synonymous with the term apothecary.",3,True
envo,http://purl.obolibrary.org/obo/ENVO_03501194,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:long_term_care_facility rdfs:subClassOf :residential_building ;
    :has_definition ""A residential building which is used to provides long-term care for residents.""@en ;
    :has_exact_synonym ""LTC center""@en,
        ""LTC centre""@en,
        ""LTC facility""@en,
        ""long-term care center""@en,
        ""long-term care centre""@en .

","A long-term care facility is a type of residential building defined as a residential building used to provide long-term care for residents. It has several exact synonyms, including LTC center, LTC centre, LTC facility, long-term care center, and long-term care centre.",7,True
envo,http://purl.obolibrary.org/obo/ENVO_03501195,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:assisted_living_facility rdfs:subClassOf :long_term_care_facility ;
    :has_definition ""A long-term care facility which is used to provide care for people with disabilities or for adults who cannot or who choose not to live independently.""@en ;
    :has_exact_synonym ""ALF""@en,
        ""assisted living residence""@en .

","An assisted living facility is a type of long-term care facility and is defined as a long-term care facility used to provide care for people with disabilities or for adults who cannot or choose not to live independently. It has the exact synonyms ""ALF"" and ""assisted living residence.""",4,True
envo,http://purl.obolibrary.org/obo/ENVO_03501196,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:group_home_facility rdfs:subClassOf :long_term_care_facility ;
    :has_definition ""A long-term care facility which is used to provide care for people with complex health needs, and which typically has at least one caregiver in attendance twenty four hours a day.""@en ;
    :has_exact_synonym ""residential care facility""@en .

","A group home facility is a type of long-term care facility which is used to provide care for people with complex health needs. This facility typically has at least one caregiver in attendance 24 hours a day. Furthermore, it is also known by its exact synonym, residential care facility.",3,True
envo,http://purl.obolibrary.org/obo/ENVO_03501197,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:institutional_building rdfs:subClassOf :building ;
    :has_definition ""A building which is used by an organization which serves a long-established role in human society.""@en .

",An institutional building is a type of building with the definition of being used by an organization that serves a long-established role in human society.,2,True
envo,http://purl.obolibrary.org/obo/ENVO_03501198,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:wet_market rdfs:subClassOf :market ;
    :has_definition ""A market which is used for the sale and purchase of perishable goods.""@en .

",A wet market is a type of market that is used for the sale and purchase of perishable goods.,2,True
envo,http://purl.obolibrary.org/obo/ENVO_03501199,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:dry_market rdfs:subClassOf :market ;
    :has_definition ""A market which is used for the sale and purchase of durable goods.""@en .

",A dry market is a type of market that is utilized for the sale and purchase of durable goods.,2,True
envo,http://purl.obolibrary.org/obo/ENVO_03501200,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:police_station rdfs:subClassOf :institutional_building ;
    :has_definition ""An institutional building which is used to provide policing services.""@en ;
    :has_exact_synonym ""station house""@en .

","A police station is a type of institutional building and is defined as an institutional building that is used to provide policing services. Additionally, it has an exact synonym, which is ""station house.""",3,True
envo,http://purl.obolibrary.org/obo/ENVO_03501201,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:polling_place rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :building ],
        :human_construction ;
    :has_definition ""A human construction which contains one or more polling stations""@en ;
    :has_exact_synonym ""voting facility""@en .

","A polling place is a type of human construction and also a type of something that at least is part of some building. It is defined as a human construction which contains one or more polling stations, and it has an exact synonym: voting facility.",4,True
envo,http://purl.obolibrary.org/obo/ENVO_03501202,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:polling_station rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :polling_place ],
        :human_construction ;
    :has_definition ""A human construction which is that part of a polling place where voters cast their ballot""@en ;
    :has_exact_synonym ""polling station room""@en .

","A polling station is a type of human construction and is considered to be part of a polling place, specifically that part where voters cast their ballot. It is defined as a human construction which serves as a segment of a polling place dedicated to the voting process. Additionally, the term ""polling station room"" is an exact synonym for a polling station.",4,True
envo,http://purl.obolibrary.org/obo/ENVO_03501203,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:polling_booth rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :polling_station ],
        :booth ;
    :has_definition ""A booth which enables a voter to vote confidentially.""@en ;
    :has_exact_synonym ""voting booth""@en .

","A polling booth, which is also known as a voting booth, is a type of booth that forms at least a part of a polling station. It is defined as a booth which enables a voter to vote confidentially.",4,True
envo,http://purl.obolibrary.org/obo/ENVO_03501204,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:prison_facility rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :participates_in ;
            owl:someValuesFrom :usage_of_an_environment_for_community_and_social_services ],
        :human_construction ;
    :has_definition ""A human construction which is used to forcibly confine humans.""@en ;
    :has_exact_synonym ""correctional center correctional centre""@en,
        ""correctional facility""@en,
        ""detention center""@en,
        ""detention centre""@en,
        ""gaol""@en,
        ""jail""@en,
        ""lock-up""@en,
        ""penitentiary""@en,
        ""remand center""@en,
        ""remand centre""@en .

","A prison facility is a type of human construction that also falls into the category of entities participating in the utilization of an environment for community and social services. It is defined as a human construction specifically designed for the forcible confinement of individuals. Moreover, a prison facility is precisely synonymous with several terms including correctional center, correctional centre, correctional facility, detention center, detention centre, gaol, jail, lock-up, penitentiary, remand center, and remand centre.",13,True
envo,http://purl.obolibrary.org/obo/ENVO_03501205,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:private_prison rdfs:subClassOf :prison_facility ;
    :has_definition ""A prison facility which is owned and operated by a private corporation.""@en ;
    :has_exact_synonym ""for-profit correctional center""@en,
        ""for-profit correctional centre""@en,
        ""for-profit correctional facility""@en,
        ""for-profit detention center""@en,
        ""for-profit detention centre""@en,
        ""for-profit jail""@en,
        ""for-profit lock-up""@en,
        ""for-profit penitentiary""@en,
        ""for-profit prison""@en,
        ""for-profit remand center""@en,
        ""for-profit remand centre""@en,
        ""private correctional center""@en,
        ""private correctional centre""@en,
        ""private correctional facility""@en,
        ""private detention center""@en,
        ""private jail""@en,
        ""private lock-up""@en,
        ""private penitentiary""@en,
        ""private remand center""@en,
        ""private remand centre""@en .

","A private prison is a type of prison facility, defined as a prison facility that is owned and operated by a private corporation. This type of prison facility is also known by several exact synonyms, including for-profit correctional center, for-profit correctional centre, for-profit correctional facility, for-profit detention center, for-profit detention centre, for-profit jail, for-profit lock-up, for-profit penitentiary, for-profit prison, for-profit remand center, for-profit remand centre, private correctional center, private correctional centre, private correctional facility, private detention center, private jail, private lock-up, private penitentiary, private remand center, and private remand centre.",22,True
envo,http://purl.obolibrary.org/obo/ENVO_03501206,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:shopping_center rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_part ;
            owl:someValuesFrom :shop ],
        :commercial_building ;
    :has_definition ""A commercial building in which the majority of commerical activity occurs in shops occupying parts of the building.""@en ;
    :has_exact_synonym ""shopping centre""@en .

","A shopping center is a type of commercial building and also a type of entity that, at a minimum, encompasses parts identified as shops. It is defined as a commercial building in which the majority of commercial activity takes place in shops that occupy parts of the building. Additionally, ""shopping center"" has an exact synonym, ""shopping centre.""",4,True
envo,http://purl.obolibrary.org/obo/ENVO_03501207,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:shopping_mall rdfs:subClassOf :shopping_center ;
    :has_definition ""A shopping center in which a large indoor pedestrian promenade provides access to stores and other facilities.""@en ;
    :has_exact_synonym ""mall""@en .

","A shopping mall is a type of shopping center characterized by a large indoor pedestrian promenade that provides access to stores and other facilities. It is also exactly synonymous with the term ""mall.""",3,True
envo,http://purl.obolibrary.org/obo/ENVO_03501208,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:air_vent rdfs:subClassOf :manufactured_product ;
    :has_broad_synonym ""vent""@en ;
    :has_definition ""A manufactured product consisting of a duct opening which allows air to circulate.""@en .

","An air vent, which is a type of manufactured product, is defined as a manufactured product consisting of a duct opening that allows air to circulate. Additionally, it is broadly synonymous with the term ""vent.""",3,True
envo,http://purl.obolibrary.org/obo/ENVO_03501209,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:bedrail rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :bed_frame ],
        :pole ;
    :has_definition ""A poll which is attached to the head, foot, or side of a bed frame.""@en ;
    :has_exact_synonym ""adult portable bed rail""@en,
        ""assist bar""@en,
        ""bed handle""@en,
        ""bed rail""@en,
        ""bed side rail""@en,
        ""grab bar""@en,
        ""half rail""@en,
        ""hospital bed rail""@en,
        ""safety rail""@en,
        ""side rail""@en .

","A bedrail is a type of pole that is at least part of some bed frame, specifically attached to the head, foot, or side of a bed frame. It has several exact synonyms, including adult portable bed rail, assist bar, bed handle, bed rail, bed side rail, grab bar, half rail, hospital bed rail, safety rail, and side rail.",13,True
envo,http://purl.obolibrary.org/obo/ENVO_03501210,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:control_panel rdfs:subClassOf :manufactured_product ;
    :has_definition ""A manufactured product consisting of a panel on which control or monitoring instruments are set.""@en ;
    :has_exact_synonym ""console""@en,
        ""control board""@en,
        ""control unit""@en,
        ""display board""@en,
        ""display panel""@en,
        ""indicator panel""@en,
        ""instrument board""@en,
        ""instrument panel""@en,
        ""panel""@en .

","A control panel is a type of manufactured product defined as a manufactured product consisting of a panel on which control or monitoring instruments are set. It has exact synonyms such as console, control board, control unit, display board, display panel, indicator panel, instrument board, instrument panel, and panel.",11,True
envo,http://purl.obolibrary.org/obo/ENVO_03501211,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:door_handle rdfs:subClassOf :manufactured_product ;
    :has_definition ""A manufactured product consisting of a handle used to open or close a door.""@en ;
    :has_exact_synonym ""door knob""@en .

","A door handle is a type of manufactured product, defined as a manufactured product consisting of a handle used to open or close a door. It has an exact synonym, ""door knob.""",3,True
envo,http://purl.obolibrary.org/obo/ENVO_03501212,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:handrail rdfs:subClassOf :pole ;
    :has_broad_synonym ""rail, railing""@en ;
    :has_definition ""A pole which provides stability or support when grasped by the hand.""@en ;
    :has_exact_synonym ""hand rail""@en .

","A handrail, which is a type of pole, has a definition as a pole that provides stability or support when grasped by the hand. Furthermore, it has a broad synonym which includes both rail and railing, and an exact synonym, hand rail.",4,True
envo,http://purl.obolibrary.org/obo/ENVO_03501213,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:light_switch rdfs:subClassOf :switch ;
    :has_broad_synonym ""switch, dimmer switch""@en ;
    :has_definition ""A switch which turns a light on or off.""@en ;
    :has_exact_synonym ""lightswitch""@en .

","A light switch is a type of switch with the definition of being a switch which turns a light on or off. It has broad synonyms including switch and dimmer switch, and an exact synonym, lightswitch.",4,True
envo,http://purl.obolibrary.org/obo/ENVO_03501214,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:locker rdfs:subClassOf :manufactured_product ;
    :has_definition ""A manufactured product which is a storage compartment with a lock.""@en ;
    :has_exact_synonym ""lockable cabinet""@en,
        ""lockable cupboard""@en,
        ""locking cabinet""@en,
        ""locking cupboard""@en .

","A locker is a type of manufactured product defined as a storage compartment with a lock. It is also known by exact synonyms such as lockable cabinet, lockable cupboard, locking cabinet, and locking cupboard.",6,True
envo,http://purl.obolibrary.org/obo/ENVO_03501215,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:nurse_call_button rdfs:subClassOf :switch ;
    :has_definition ""A switch which allows patients in health care settings to alert a nurse or other health care staff member.""@en ;
    :has_exact_synonym ""nurse call cord""@en .

",A nurse call button is a type of switch which allows patients in health care settings to alert a nurse or other health care staff member. It is also exactly synonymous with a nurse call cord.,3,True
envo,http://purl.obolibrary.org/obo/ENVO_03501216,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:stainless_steel rdfs:subClassOf :steel ;
    :has_definition ""Steel which is composed primarily of a corrosion resistant alloy of iron and chromium.""@en ;
    :has_exact_synonym ""inox steel""@en,
        ""stainless""@en .

","Stainless steel, a type of steel, is defined as steel which is composed primarily of a corrosion-resistant alloy of iron and chromium. It is exactly synonymous with inox steel and stainless.",4,True
envo,http://purl.obolibrary.org/obo/ENVO_03501217,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:tissue_paper rdfs:subClassOf :paper_product ;
    :has_definition ""A paper product which is thin translucent paper.""@en ;
    :has_exact_synonym ""tissue""@en .

","Tissue paper is a type of paper product which is defined as a thin translucent paper. It is also exactly synonymous with the term ""tissue.""",3,True
envo,http://purl.obolibrary.org/obo/ENVO_03501218,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:toilet_bowl rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :toilet_fixture ],
        :plumbing_fixture ;
    :has_definition ""A plumbing fixture which is bowl-shaped, part of a toilet fixture, and capable of contain human waste until it is disposed of.""@en ;
    :has_exact_synonym ""lavatory bowl""@en .

","A toilet bowl is defined as a plumbing fixture that is bowl-shaped, part of a toilet fixture, and capable of containing human waste until it is disposed of. It is a type of plumbing fixture and also considered something that is at least part of some toilet fixture. Additionally, the toilet bowl has an exact synonym: lavatory bowl.",4,True
envo,http://purl.obolibrary.org/obo/ENVO_03501219,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:window rdfs:subClassOf :manufactured_product ;
    :has_definition ""A manufactured product which is composed of one or more glass or other transparent or semi-transparent materials set inside a frame, and installed in wall, door, roof or vehicle surfaces to allow the passage of light, and sometimes air.""@en ;
    :has_exact_synonym ""casement""@en,
        ""casement window""@en,
        ""pane""@en,
        ""sash""@en,
        ""sash window""@en,
        ""windowpane""@en .

","A window is a type of manufactured product defined as a product composed of one or more glass or other transparent or semi-transparent materials set inside a frame. It is installed in wall, door, roof, or vehicle surfaces to allow the passage of light, and sometimes air. Window has several exact synonyms, including casement, casement window, pane, sash, sash window, and windowpane.",8,True
envo,http://purl.obolibrary.org/obo/ENVO_03501220,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:door rdfs:subClassOf :manufactured_product ;
    :has_definition ""A manufactured product which is composed of a hinged, sliding, or revolving barrier which is installed at the entrance to a building, room, vehicle, or in the framework of a cabinet.""@en .

","A door is a type of manufactured product with a definition as a manufactured product composed of a hinged, sliding, or revolving barrier. It is installed at the entrance to a building, room, vehicle, or in the framework of a cabinet.",2,True
envo,http://purl.obolibrary.org/obo/ENVO_03501221,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:bistro rdfs:subClassOf :restaurant ;
    :has_definition ""A restaurant which is of French cultural origin and which has a short menu and limited seating space.""@en ;
    :has_exact_synonym ""bistrot""@en .

","A bistro is a type of restaurant characterized by its French cultural origin, featuring a short menu and limited seating space. It is also exactly synonymous with ""bistrot.""",3,True
envo,http://purl.obolibrary.org/obo/ENVO_03501222,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:brasserie rdfs:subClassOf :restaurant ;
    :has_definition ""A type of restaurant which is of French cultural origin and which provides more service or food variety than a bistro.""@en .

","A brasserie is a type of restaurant that originates from French culture, offering more service or food variety than a bistro.",2,True
envo,http://purl.obolibrary.org/obo/ENVO_03501224,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:carvery rdfs:subClassOf :restaurant ;
    :has_definition ""A restaurant which provides customers with cooked meat freshly sliced to order.""@en .

","A carvery is a type of restaurant, specifically defined as a restaurant that provides customers with cooked meat freshly sliced to order.",2,True
envo,http://purl.obolibrary.org/obo/ENVO_03501225,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:coffeehouse rdfs:subClassOf :restaurant ;
    :has_definition ""A restaurant which primarily serves coffee.""@en ;
    :has_exact_synonym ""café""@en,
        ""coffee shop""@en .

","A coffeehouse is a type of restaurant that primarily serves coffee, also known by the exact synonyms café and coffee shop.",4,True
envo,http://purl.obolibrary.org/obo/ENVO_03501226,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:greasy_spoon rdfs:subClassOf :restaurant ;
    :has_definition ""A restaurant which is small, inexpensive, and typically specializing in fried foods and/or home-cooked meals.""@en .

","A greasy spoon is a type of restaurant defined as a small, inexpensive establishment typically specializing in fried foods and/or home-cooked meals.",2,True
