ontology,root,fragment,text,llm_text,statements,llm
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#SweetPepperTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .

:sweet_pepper_topping a owl:Class ;
    owl:disjointWith :green_pepper_topping,
        :jalapeno_pepper_topping,
        :peperonata_topping .

[] a owl:Restriction ;
    owl:onProperty :has_spiciness ;
    owl:someValuesFrom :mild .

","sweet pepper topping is a type of a pepper topping.
sweet pepper topping is a type of at least has spiciness some a mild.
sweet pepper topping is different from (a jalapeno pepper topping, and a peperonata topping, and a green pepper topping).","Sweet pepper topping is a type of pepper topping that has some level of mild spiciness. It is distinct from jalapeno pepper topping, peperonata topping, and green pepper topping.",3,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#PineKernels,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:pine_kernels a owl:Class ;
    rdfs:subClassOf :nut_topping .

",pine kernels is a type of a nut topping.,Pine kernels are a type of nut topping.,1,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#VegetarianPizzaEquivalent1,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:vegetarian_pizza_equivalent1 a owl:Class ;
    rdfs:comment ""Any pizza that only has vegetarian toppings or no toppings is a VegetarianPizzaEquiv1. Should be inferred to be equivalent to VegetarianPizzaEquiv2.  Not equivalent to VegetarianPizza because PizzaTopping is not covering""@en ;
    owl:equivalentClass [ a owl:Class ;
            owl:intersectionOf [ rdf:first :pizza ;
                    rdf:rest [ rdf:first [ a owl:Restriction ;
                                    owl:allValuesFrom :vegetarian_topping ;
                                    owl:onProperty :has_topping ] ;
                            rdf:rest :nil ] ] ] .

","vegetarian pizza equivalent1 is same as all of (a pizza, and only has topping a vegetarian topping).",A vegetarian pizza is the same as a pizza that has only vegetarian toppings.,1,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#FishTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .

:fish_topping a owl:Class ;
    owl:disjointWith :cheese_topping,
        :fruit_topping,
        :herb_spice_topping,
        :meat_topping,
        :nut_topping,
        :sauce_topping,
        :vegetable_topping .

[] a owl:Restriction ;
    owl:onProperty :has_spiciness ;
    owl:someValuesFrom :mild .

","fish topping is a type of a pizza topping.
fish topping is a type of at least has spiciness some a mild.
fish topping is different from (a cheese topping, and a fruit topping, and a herb spice topping, and a meat topping, and a nut topping, and a vegetable topping, and a sauce topping).","Fish topping, a type of pizza topping, is mildly spicy. It is distinct from cheese, fruit, herb spice, meat, nut, vegetable, and sauce toppings.",3,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#TomatoTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .

:tomato_topping a owl:Class ;
    owl:disjointWith :artichoke_topping,
        :asparagus_topping,
        :caper_topping,
        :garlic_topping,
        :leek_topping,
        :mushroom_topping,
        :olive_topping,
        :onion_topping,
        :pepper_topping,
        :petit_pois_topping,
        :rocket_topping,
        :spinach_topping .

[] a owl:Restriction ;
    owl:onProperty :has_spiciness ;
    owl:someValuesFrom :mild .

","tomato topping is a type of a vegetable topping.
tomato topping is a type of at least has spiciness some a mild.
tomato topping is different from (a pepper topping, and a leek topping, and a petit pois topping, and a spinach topping, and a caper topping, and a garlic topping, and a mushroom topping, and an asparagus topping, and a rocket topping, and an olive topping, and an onion topping, and an artichoke topping).","Tomato topping is a type of vegetable topping that has at least some mild spiciness. It is different from pepper topping, leek topping, petit pois topping, spinach topping, caper topping, garlic topping, mushroom topping, asparagus topping, rocket topping, olive topping, onion topping, and artichoke topping.",3,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#AmericanHot,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .

:american_hot a owl:Class ;
    owl:disjointWith :american,
        :cajun,
        :capricciosa,
        :caprina,
        :fiorentina,
        :four_seasons,
        :frutti_di_mare,
        :giardiniera,
        :la_reine,
        :margherita,
        :mushroom,
        :napoletana,
        :parmense,
        :pollo_ad_astra,
        :prince_carlo,
        :quattro_formaggi,
        :rosa,
        :siciliana,
        :sloppy_giuseppe,
        :soho,
        :unclosed_pizza,
        :veneziana .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :mozzarella_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :tomato_topping .

[] a owl:Restriction ;
    owl:allValuesFrom [ a owl:Class ;
            owl:unionOf [ rdf:first :hot_green_pepper_topping ;
                    rdf:rest [ rdf:first :jalapeno_pepper_topping ;
                            rdf:rest [ rdf:first :mozzarella_topping ;
                                    rdf:rest [ rdf:first :peperoni_sausage_topping ;
                                            rdf:rest [ rdf:first :tomato_topping ;
                                                    rdf:rest :nil ] ] ] ] ] ] ;
    owl:onProperty :has_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :hot_green_pepper_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :jalapeno_pepper_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :peperoni_sausage_topping .

","american hot is a type of a named pizza.
american hot is a type of at least has topping some a hot green pepper topping.
american hot is a type of at least has topping some a jalapeno pepper topping.
american hot is a type of at least has topping some a mozzarella topping.
american hot is a type of at least has topping some a peperoni sausage topping.
american hot is a type of at least has topping some a tomato topping.
american hot is a type of only has topping any of (a hot green pepper topping, and a jalapeno pepper topping, and a mozzarella topping, and a peperoni sausage topping, and a tomato topping).
american hot is different from (a la reine, and a frutti di mare, and a fiorentina, and a margherita, and a sloppy giuseppe, and a veneziana, and an unclosed pizza, and a mushroom, and a caprina, and a pollo ad astra, and a cajun, and a giardiniera, and an american, and a prince carlo, and a capricciosa, and a siciliana, and a parmense, and a rosa, and a soho, and a quattro formaggi, and a four seasons, and a napoletana).","The American Hot is a specific type of pizza. It includes toppings such as hot green pepper, jalapeno pepper, mozzarella, pepperoni sausage, and tomato. This pizza exclusively has these toppings and no others. The American Hot is distinct from other pizzas like La Reine, Frutti di Mare, Fiorentina, Margherita, Sloppy Giuseppe, Veneziana, and several others including unclosed pizza, Mushroom, Caprina, Pollo ad Astra, Cajun, Giardiniera, American, Prince Carlo, Capricciosa, Siciliana, Parmense, Rosa, Soho, Quattro Formaggi, Four Seasons, and Napoletana.",8,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#ValuePartition,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:value_partition a owl:Class ;
    rdfs:comment ""A ValuePartition is a pattern that describes a restricted set of classes from which a property can be associated. The parent class is used in restrictions, and the covering axiom means that only members of the subclasses may be used as values. The possible subclasses cannot be extended without updating the ValuePartition class.""^^xsd:string ;
    owl:disjointWith :domain_concept .

",value partition is different from a domain concept.,The concept of value partition is distinct from the idea of a domain.,1,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#Caprina,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .

:caprina a owl:Class ;
    owl:disjointWith :american,
        :american_hot,
        :cajun,
        :capricciosa,
        :fiorentina,
        :four_seasons,
        :frutti_di_mare,
        :giardiniera,
        :la_reine,
        :margherita,
        :mushroom,
        :napoletana,
        :parmense,
        :pollo_ad_astra,
        :prince_carlo,
        :quattro_formaggi,
        :rosa,
        :siciliana,
        :sloppy_giuseppe,
        :soho,
        :unclosed_pizza,
        :veneziana .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :tomato_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :mozzarella_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :sundried_tomato_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :goats_cheese_topping .

[] a owl:Restriction ;
    owl:allValuesFrom [ a owl:Class ;
            owl:unionOf [ rdf:first :goats_cheese_topping ;
                    rdf:rest [ rdf:first :mozzarella_topping ;
                            rdf:rest [ rdf:first :sundried_tomato_topping ;
                                    rdf:rest [ rdf:first :tomato_topping ;
                                            rdf:rest :nil ] ] ] ] ] ;
    owl:onProperty :has_topping .

","caprina is a type of a named pizza.
caprina is a type of at least has topping some a goats cheese topping.
caprina is a type of at least has topping some a mozzarella topping.
caprina is a type of at least has topping some a sundried tomato topping.
caprina is a type of at least has topping some a tomato topping.
caprina is a type of only has topping any of (a goats cheese topping, and a mozzarella topping, and a sundried tomato topping, and a tomato topping).
caprina is different from (a la reine, and a frutti di mare, and a fiorentina, and a margherita, and an american hot, and a sloppy giuseppe, and a veneziana, and an unclosed pizza, and a mushroom, and a pollo ad astra, and a cajun, and an american, and a giardiniera, and a prince carlo, and a capricciosa, and a siciliana, and a parmense, and a rosa, and a soho, and a quattro formaggi, and a four seasons, and a napoletana).","The Caprina is a specific type of pizza that includes toppings such as goat cheese, mozzarella, sundried tomatoes, and regular tomatoes. It does not have any other toppings beyond these. The Caprina is distinct from other pizzas like La Reine, Frutti di Mare, Fiorentina, Margherita, American Hot, Sloppy Giuseppe, Veneziana, unclosed pizza, Mushroom, Pollo ad Astra, Cajun, American, Giardiniera, Prince Carlo, Capricciosa, Siciliana, Parmense, Rosa, Soho, Quattro Formaggi, Four Seasons, and Napoletana.",7,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#PepperTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .

:pepper_topping a owl:Class ;
    owl:disjointWith :artichoke_topping,
        :asparagus_topping,
        :caper_topping,
        :garlic_topping,
        :leek_topping,
        :mushroom_topping,
        :olive_topping,
        :onion_topping,
        :petit_pois_topping,
        :rocket_topping,
        :spinach_topping,
        :tomato_topping .

","pepper topping is a type of a vegetable topping.
pepper topping is different from (a petit pois topping, and a leek topping, and a spinach topping, and a caper topping, and a garlic topping, and a mushroom topping, and a tomato topping, and an olive topping, and a rocket topping, and an onion topping, and an asparagus topping, and an artichoke topping).","Pepper topping is categorized as a vegetable topping. It is distinct from other toppings like petit pois, leek, spinach, caper, garlic, mushroom, tomato, olive, rocket, onion, asparagus, and artichoke toppings.",2,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#Siciliana,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .

:siciliana a owl:Class ;
    owl:disjointWith :american,
        :american_hot,
        :cajun,
        :capricciosa,
        :caprina,
        :fiorentina,
        :four_seasons,
        :frutti_di_mare,
        :giardiniera,
        :la_reine,
        :margherita,
        :mushroom,
        :napoletana,
        :parmense,
        :pollo_ad_astra,
        :prince_carlo,
        :quattro_formaggi,
        :rosa,
        :sloppy_giuseppe,
        :soho,
        :unclosed_pizza,
        :veneziana .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :ham_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :tomato_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :artichoke_topping .

[] a owl:Restriction ;
    owl:allValuesFrom [ a owl:Class ;
            owl:unionOf [ rdf:first :anchovies_topping ;
                    rdf:rest [ rdf:first :artichoke_topping ;
                            rdf:rest [ rdf:first :garlic_topping ;
                                    rdf:rest [ rdf:first :ham_topping ;
                                            rdf:rest [ rdf:first :mozzarella_topping ;
                                                    rdf:rest [ rdf:first :olive_topping ;
                                                            rdf:rest [ rdf:first :tomato_topping ;
                                                                    rdf:rest :nil ] ] ] ] ] ] ] ] ;
    owl:onProperty :has_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :garlic_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :anchovies_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :mozzarella_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :olive_topping .

","siciliana is a type of a named pizza.
siciliana is a type of at least has topping some a garlic topping.
siciliana is a type of at least has topping some a ham topping.
siciliana is a type of at least has topping some a mozzarella topping.
siciliana is a type of at least has topping some a tomato topping.
siciliana is a type of at least has topping some an anchovies topping.
siciliana is a type of at least has topping some an artichoke topping.
siciliana is a type of at least has topping some an olive topping.
siciliana is a type of only has topping any of (an anchovies topping, and an artichoke topping, and a garlic topping, and a ham topping, and a mozzarella topping, and an olive topping, and a tomato topping).
siciliana is different from (a la reine, and a frutti di mare, and a fiorentina, and a margherita, and an american hot, and a veneziana, and a sloppy giuseppe, and an unclosed pizza, and a mushroom, and a pollo ad astra, and a caprina, and a cajun, and a giardiniera, and an american, and a prince carlo, and a capricciosa, and a parmense, and a rosa, and a soho, and a quattro formaggi, and a four seasons, and a napoletana).","The Siciliana is a specific type of pizza that includes a variety of toppings. It features garlic, ham, mozzarella, tomato, anchovies, artichoke, and olives. These toppings are the only ones found on a Siciliana. This pizza is distinct from others like La Reine, Frutti di Mare, Fiorentina, Margherita, American Hot, Veneziana, Sloppy Giuseppe, unclosed pizza, Mushroom, Pollo ad Astra, Caprina, Cajun, Giardiniera, American, Prince Carlo, Capricciosa, Parmense, Rosa, Soho, Quattro Formaggi, Four Seasons, and Napoletana.",10,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#InterestingPizza,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:interesting_pizza a owl:Class ;
    rdfs:comment ""Any pizza that has at least 3 toppings. Note that this is a cardinality constraint on the hasTopping property and NOT a qualified cardinality constraint (QCR). A QCR would specify from which class the members in this relationship must be. eg has at least 3 toppings from PizzaTopping. This is currently not supported in OWL.""@en ;
    owl:equivalentClass [ a owl:Class ;
            owl:intersectionOf [ rdf:first [ a owl:Restriction ;
                            owl:minCardinality ""3""^^xsd:int ;
                            owl:onProperty :has_topping ] ;
                    rdf:rest [ rdf:first :pizza ;
                            rdf:rest :nil ] ] ] .

","interesting pizza is same as all of (has at least 3 toppings, and a pizza).","An interesting pizza is one that has at least three toppings and is, of course, a pizza.",1,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#RealItalianPizza,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:real_italian_pizza a owl:Class ;
    rdfs:comment ""This defined class has conditions that are part of the definition: ie any Pizza that has the country of origin, Italy is a RealItalianPizza. It also has conditions that merely describe the members - that all RealItalianPizzas must only have ThinAndCrispy bases.""@en ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :thin_and_crispy_base ;
            owl:onProperty :has_base ] ;
    owl:equivalentClass [ a owl:Class ;
            owl:intersectionOf [ rdf:first [ a owl:Restriction ;
                            owl:hasValue :italy ;
                            owl:onProperty :has_country_of_origin ] ;
                    rdf:rest [ rdf:first :pizza ;
                            rdf:rest :nil ] ] ] .

","real italian pizza is a type of only has base a thin and crispy base.
real italian pizza is same as all of (must has country of origin an italy, and a pizza).",Real Italian pizza is a type that has a thin and crispy base. It must originate from Italy and be classified as a pizza.,2,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#SpicyPizza,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:spicy_pizza a owl:Class ;
    rdfs:comment ""Any pizza that has a spicy topping is a SpicyPizza""@en ;
    owl:equivalentClass [ a owl:Class ;
            owl:intersectionOf [ rdf:first :pizza ;
                    rdf:rest [ rdf:first [ a owl:Restriction ;
                                    owl:onProperty :has_topping ;
                                    owl:someValuesFrom :spicy_topping ] ;
                            rdf:rest :nil ] ] ] .

","spicy pizza is same as all of (a pizza, and at least has topping some a spicy topping).",A spicy pizza is essentially a pizza that has at least one spicy topping.,1,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#SultanaTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:sultana_topping a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_spiciness ;
            owl:someValuesFrom :medium ],
        :fruit_topping .

","sultana topping is a type of a fruit topping.
sultana topping is a type of at least has spiciness some a medium.",Sultana topping is a type of fruit topping that has at least some medium spiciness.,2,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#HerbSpiceTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .

:herb_spice_topping a owl:Class ;
    owl:disjointWith :cheese_topping,
        :fish_topping,
        :fruit_topping,
        :meat_topping,
        :nut_topping,
        :sauce_topping,
        :vegetable_topping .

","herb spice topping is a type of a pizza topping.
herb spice topping is different from (a cheese topping, and a fruit topping, and a meat topping, and a fish topping, and a vegetable topping, and a nut topping, and a sauce topping).","Herb spice topping is a type of pizza topping that is distinct from cheese, fruit, meat, fish, vegetable, nut, and sauce toppings.",2,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#GorgonzolaTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .

:gorgonzola_topping a owl:Class ;
    owl:disjointWith :four_cheeses_topping,
        :goats_cheese_topping,
        :mozzarella_topping,
        :parmesan_topping .

[] a owl:Restriction ;
    owl:onProperty :has_spiciness ;
    owl:someValuesFrom :mild .

","gorgonzola topping is a type of a cheese topping.
gorgonzola topping is a type of at least has spiciness some a mild.
gorgonzola topping is different from (a goats cheese topping, and a mozzarella topping, and a parmesan topping, and a four cheeses topping).","Gorgonzola topping is a type of cheese topping that has some mild spiciness. It is different from goat cheese topping, mozzarella topping, parmesan topping, and four cheese topping.",3,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#American,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .

:american a owl:Class ;
    owl:disjointWith :american_hot,
        :cajun,
        :capricciosa,
        :caprina,
        :fiorentina,
        :four_seasons,
        :frutti_di_mare,
        :giardiniera,
        :la_reine,
        :margherita,
        :mushroom,
        :napoletana,
        :parmense,
        :pollo_ad_astra,
        :prince_carlo,
        :quattro_formaggi,
        :rosa,
        :siciliana,
        :sloppy_giuseppe,
        :soho,
        :unclosed_pizza,
        :veneziana .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :peperoni_sausage_topping .

[] a owl:Restriction ;
    owl:allValuesFrom [ a owl:Class ;
            owl:unionOf [ rdf:first :mozzarella_topping ;
                    rdf:rest [ rdf:first :peperoni_sausage_topping ;
                            rdf:rest [ rdf:first :tomato_topping ;
                                    rdf:rest :nil ] ] ] ] ;
    owl:onProperty :has_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :tomato_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :mozzarella_topping .

","american is a type of a named pizza.
american is a type of at least has topping some a mozzarella topping.
american is a type of at least has topping some a peperoni sausage topping.
american is a type of at least has topping some a tomato topping.
american is a type of only has topping any of (a mozzarella topping, and a peperoni sausage topping, and a tomato topping).
american is different from (a la reine, and a frutti di mare, and a fiorentina, and a margherita, and a veneziana, and a sloppy giuseppe, and an american hot, and an unclosed pizza, and a mushroom, and a caprina, and a pollo ad astra, and a cajun, and a giardiniera, and a prince carlo, and a capricciosa, and a siciliana, and a parmense, and a rosa, and a soho, and a quattro formaggi, and a four seasons, and a napoletana).","The American pizza is a specific type of named pizza. It features at least mozzarella topping, pepperoni sausage topping, and tomato topping. The American pizza only includes these toppings and is distinct from other varieties such as La Reine, Frutti di Mare, Fiorentina, Margherita, Veneziana, Sloppy Giuseppe, American Hot, any unclosed pizza, Mushroom, Caprina, Pollo ad Astra, Cajun, Giardiniera, Prince Carlo, Capricciosa, Siciliana, Parmense, Rosa, Soho, Quattro Formaggi, Four Seasons, and Napoletana.",6,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#IceCream,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ice_cream a owl:Class ;
    rdfs:comment ""A class to demonstrate mistakes made with setting a property domain. The property hasTopping has a domain of Pizza. This means that the reasoner can infer that all individuals using the hasTopping property must be of type Pizza. Because of the restriction on this class, all members of IceCream must use the hasTopping property, and therefore must also be members of Pizza. However, Pizza and IceCream are disjoint, so this causes an inconsistency. If they were not disjoint, IceCream would be inferred to be a subclass of Pizza.""@en ;
    owl:disjointWith :pizza,
        :pizza_base,
        :pizza_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :fruit_topping .

","ice cream is a type of a domain concept.
ice cream is a type of at least has topping some a fruit topping.
ice cream is different from (a pizza, and a pizza base, and a pizza topping).","Ice cream belongs to the domain concept and must have at least one fruit topping. It is distinct from pizza, pizza base, and pizza topping.",3,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#VegetarianTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:vegetarian_topping a owl:Class ;
    rdfs:comment ""An example of a covering axiom. VegetarianTopping is equivalent to the union of all toppings in the given axiom. VegetarianToppings can only be Cheese or Vegetable or....etc.""@en ;
    owl:equivalentClass [ a owl:Class ;
            owl:intersectionOf [ rdf:first :pizza_topping ;
                    rdf:rest [ rdf:first [ a owl:Class ;
                                    owl:unionOf [ rdf:first :vegetable_topping ;
                                            rdf:rest [ rdf:first :cheese_topping ;
                                                    rdf:rest [ rdf:first :herb_spice_topping ;
                                                            rdf:rest [ rdf:first :fruit_topping ;
                                                                    rdf:rest [ rdf:first :nut_topping ;
                                                                            rdf:rest [ rdf:first :sauce_topping ;
                                                                                    rdf:rest :nil ] ] ] ] ] ] ] ;
                            rdf:rest :nil ] ] ] .

","vegetarian topping is same as all of (a pizza topping, and any of (a vegetable topping, and a cheese topping, and a herb spice topping, and a fruit topping, and a nut topping, and a sauce topping)).","A vegetarian topping includes all of the following: a pizza topping, and any of a vegetable topping, a cheese topping, a herb spice topping, a fruit topping, a nut topping, or a sauce topping.",1,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#CheeseyVegetableTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:cheesey_vegetable_topping a owl:Class ;
    rdfs:comment ""This class will be inconsistent. This is because we have given it 2 disjoint parents, which means it could never have any members (as nothing can simultaneously be a CheeseTopping and a VegetableTopping). NB Called ProbeInconsistentTopping in the ProtegeOWL Tutorial.""@en ;
    rdfs:subClassOf :cheese_topping,
        :vegetable_topping .

","cheesey vegetable topping is a type of a cheese topping.
cheesey vegetable topping is a type of a vegetable topping.",Cheesy vegetable topping is both a type of cheese topping and a type of vegetable topping.,2,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#PolloAdAstra,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .

:pollo_ad_astra a owl:Class ;
    owl:disjointWith :american,
        :american_hot,
        :cajun,
        :capricciosa,
        :caprina,
        :fiorentina,
        :four_seasons,
        :frutti_di_mare,
        :giardiniera,
        :la_reine,
        :margherita,
        :mushroom,
        :napoletana,
        :parmense,
        :prince_carlo,
        :quattro_formaggi,
        :rosa,
        :siciliana,
        :sloppy_giuseppe,
        :soho,
        :unclosed_pizza,
        :veneziana .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :sweet_pepper_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :garlic_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :tomato_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :mozzarella_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :cajun_spice_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :chicken_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :red_onion_topping .

[] a owl:Restriction ;
    owl:allValuesFrom [ a owl:Class ;
            owl:unionOf [ rdf:first :cajun_spice_topping ;
                    rdf:rest [ rdf:first :chicken_topping ;
                            rdf:rest [ rdf:first :garlic_topping ;
                                    rdf:rest [ rdf:first :mozzarella_topping ;
                                            rdf:rest [ rdf:first :red_onion_topping ;
                                                    rdf:rest [ rdf:first :sweet_pepper_topping ;
                                                            rdf:rest [ rdf:first :tomato_topping ;
                                                                    rdf:rest :nil ] ] ] ] ] ] ] ] ;
    owl:onProperty :has_topping .

","pollo ad astra is a type of a named pizza.
pollo ad astra is a type of at least has topping some a cajun spice topping.
pollo ad astra is a type of at least has topping some a chicken topping.
pollo ad astra is a type of at least has topping some a garlic topping.
pollo ad astra is a type of at least has topping some a mozzarella topping.
pollo ad astra is a type of at least has topping some a red onion topping.
pollo ad astra is a type of at least has topping some a sweet pepper topping.
pollo ad astra is a type of at least has topping some a tomato topping.
pollo ad astra is a type of only has topping any of (a cajun spice topping, and a chicken topping, and a garlic topping, and a mozzarella topping, and a red onion topping, and a sweet pepper topping, and a tomato topping).
pollo ad astra is different from (a la reine, and a frutti di mare, and a fiorentina, and a margherita, and a veneziana, and an american hot, and a sloppy giuseppe, and an unclosed pizza, and a mushroom, and a caprina, and a cajun, and an american, and a giardiniera, and a prince carlo, and a capricciosa, and a siciliana, and a parmense, and a rosa, and a soho, and a quattro formaggi, and a four seasons, and a napoletana).","Pollo ad Astra is a named type of pizza that includes various toppings. It has Cajun spice, chicken, garlic, mozzarella, red onion, sweet pepper, and tomato as its toppings. This type of pizza exclusively features these toppings and does not share any toppings with pizzas like a la reine, frutti di mare, fiorentina, margherita, veneziana, american hot, sloppy giuseppe, an unclosed pizza, mushroom, caprina, cajun, american, giardiniera, prince carlo, capricciosa, siciliana, parmense, rosa, soho, quattro formaggi, four seasons, or napoletana.",10,gpt-4o
