ontology,root,fragment,text,statements,llm_used
envo,http://purl.obolibrary.org/obo/ENVO_01000782,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:utility_line rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :public_infrastructure ],
        [ a owl:Restriction ;
            owl:onProperty :participates_in ;
            owl:someValuesFrom :usage_of_an_environment_for_infrastructure_and_utilities ],
        :manufactured_product ;
    :has_definition ""A cable used to trasmit electricity from its point of production to its point of consumption."" .

","utility line is a type of manufactured product.
utility line is a type of something that at least part of some public infrastructure.
utility line is a type of something that at least participates in some usage of an environment for infrastructure and utilities.
utility line has definition A cable used to trasmit electricity from its point of production to its point of consumption..",4,True
envo,http://purl.obolibrary.org/obo/ENVO_01000783,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:public_utility_line rdfs:subClassOf :utility_line ;
    :has_definition ""A utility line which services the public power grid."" .

",A public utility line is a type of utility line that services the public power grid.,2,True
envo,http://purl.obolibrary.org/obo/ENVO_01000784,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:illegal_informal_settlement rdfs:subClassOf :informal_settlement ;
    :has_broad_synonym ""informal settlement"" ;
    :has_definition ""A populated place where groups of housing units have been constructed on land that the occupants have no legal claim to, or occupy illegally, or where dwellings are not in compliance with current planning and building regulations."" .

","Illegal informal settlement is a type of informal settlement that refers to populated places where groups of housing units have been constructed on land that the occupants do not own or do not comply with current planning and building regulations. It differs from formal settlements, which are built according to legal requirements and are in compliance with local planning and building codes. Illegal informal settlements often lack basic infrastructure such as roads, water supply, sanitation facilities, and waste management systems. They may also face challenges related to land tenure, property rights, and social discrimination. To address these issues, governments and organizations may implement policies and programs aimed at improving the living conditions of residents in illegal informal settlements, such as slum upgrading, land regularization, and community-driven development initiatives.",3,True
envo,http://purl.obolibrary.org/obo/ENVO_01000785,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:material_extraction_process rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_participant ;
            owl:someValuesFrom :environmental_material ],
        [ a owl:Restriction ;
            owl:onProperty :has_part ;
            owl:someValuesFrom :material_transport_process ],
        :environmental_system_process,
        :planned_process ;
    :has_definition ""A planned process during which a portion of environmental material is removed from a material entity."" .

","The material extraction process is a type of environmental system process that involves the removal of a portion of environmental material from a material entity. It can be planned and may include the transportation of materials during the extraction process. The participant environmental material plays a role in this process, and it is defined as the planned process during which a portion of environmental material is removed from a material entity.",5,True
envo,http://purl.obolibrary.org/obo/ENVO_01000786,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:fire rdfs:subClassOf :combustion_process ;
    :has_definition ""A fire is a process whereby rapid and exothermic oxidation of a material through a combustion process releases heat, light, and other products."" .

","Fire is a combustion process that releases heat, light, and other products through the rapid oxidation of a material.",2,True
envo,http://purl.obolibrary.org/obo/ENVO_01000787,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:wildfire rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :occurs_in ;
            owl:someValuesFrom :terrestrial_biome ],
        [ a owl:Restriction ;
            owl:onProperty :has_participant ;
            owl:someValuesFrom [ owl:unionOf [ rdf:first :rural_area ;
                            rdf:rest [ rdf:first :vegetated_area ;
                                    rdf:rest :nil ] ] ] ],
        [ a owl:Restriction ;
            owl:onProperty :has_output ;
            owl:someValuesFrom :hydrocarbon_flame ],
        :conflagration ;
    :has_definition ""A conflagration which is uncontrolled and combusts material in a vegetated area, be it rural or wild."" ;
    :has_exact_synonym ""wildland fire"" .

","Wildfire is a type of conflagration that occurs in terrestrial biomes and has the characteristic of combusting vegetated areas, including rural or wild areas. It produces hydrocarbon flames as its output. The term ""wildfire"" can also be used as an exact synonym for ""wildland fire.""",6,True
envo,http://purl.obolibrary.org/obo/ENVO_01000788,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:conflagration rdfs:subClassOf :fire ;
    :has_definition ""A fire which occurs in a large spatial area poses a risk to human life, animal life, health, and/or property."" ;
    :has_related_synonym ""blaze"",
        ""large fire"" .

","Conflagration is a type of fire that occurs in a large spatial area, posing significant risks to human life, animal life, health, and property. It can also be referred to as a blaze or a large fire.",4,True
envo,http://purl.obolibrary.org/obo/ENVO_01000789,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:flame rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_quality ;
            owl:someValuesFrom :increased_temperature ],
        :gaseous_environmental_material ;
    :has_definition ""A portion of gas which is emitted by a fire or other exothermic reaction, is of increased temperature, and typically emits light in the visible range."" .

","Flame is a type of gaseous environmental material that is typically characterized by an increased temperature and the emission of light in the visible range. It can also refer to a portion of gas emitted by a fire or other exothermic reaction, which has a higher temperature than its surroundings.",3,True
envo,http://purl.obolibrary.org/obo/ENVO_01000790,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:hydrocarbon_flame rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :output_of ;
            owl:someValuesFrom [ owl:intersectionOf [ rdf:first :combustion_process ;
                            rdf:rest [ rdf:first [ a owl:Restriction ;
                                            owl:onProperty :has_input ;
                                            owl:someValuesFrom :hydrocarbon_based_environmental_material ] ;
                                    rdf:rest :nil ] ] ] ],
        [ a owl:Restriction ;
            owl:onProperty :composed_primarily_of ;
            owl:someValuesFrom [ owl:intersectionOf [ rdf:first :dioxygen ;
                            rdf:rest [ rdf:first :carbon_dioxide ;
                                    rdf:rest [ rdf:first :dinitrogen ;
                                            rdf:rest [ rdf:first :water_vapour ;
                                                    rdf:rest :nil ] ] ] ] ] ],
        :flame ;
    owl:equivalentClass [ owl:intersectionOf [ rdf:first :flame ;
                    rdf:rest [ rdf:first [ a owl:Restriction ;
                                    owl:onProperty :output_of ;
                                    owl:someValuesFrom [ owl:intersectionOf [ rdf:first :combustion_process ;
                                                    rdf:rest [ rdf:first [ a owl:Restriction ;
                                                                    owl:onProperty :has_input ;
                                                                    owl:someValuesFrom :hydrocarbon_based_environmental_material ] ;
                                                            rdf:rest :nil ] ] ] ] ;
                            rdf:rest :nil ] ] ] ;
    :has_definition ""A flame which is produced by the combustion of hydrocarbon fuel."" .

",A flame which is produced by the combustion of hydrocarbon fuel.,5,True
envo,http://purl.obolibrary.org/obo/ENVO_01000791,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:forest_fire rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_input ;
            owl:someValuesFrom [ owl:intersectionOf [ rdf:first :viridiplantae ;
                            rdf:rest [ rdf:first [ a owl:Restriction ;
                                            owl:onProperty :part_of ;
                                            owl:someValuesFrom :forest_ecosystem ] ;
                                    rdf:rest :nil ] ] ] ],
        [ a owl:Restriction ;
            owl:onProperty :occurs_in ;
            owl:someValuesFrom :forested_area ],
        [ a owl:Restriction ;
            owl:onProperty :has_participant ;
            owl:someValuesFrom :forest_ecosystem ],
        :land_fire ;
    owl:equivalentClass [ owl:intersectionOf [ rdf:first :land_fire ;
                    rdf:rest [ rdf:first [ a owl:Restriction ;
                                    owl:onProperty :occurs_in ;
                                    owl:someValuesFrom [ owl:unionOf [ rdf:first :forested_area ;
                                                    rdf:rest [ rdf:first :forest_biome ;
                                                            rdf:rest [ rdf:first :forest_ecosystem ;
                                                                    rdf:rest :nil ] ] ] ] ] ;
                            rdf:rest :nil ] ] ] ;
    :has_definition ""A wildfire which occurs in a forest, primarily consuming vegetation as fuel."" .

","Forest fire is a type of wildfire that occurs in a forest, primarily consuming vegetation as fuel. It can also be referred to as a forest biome or ecosystem fire, depending on the context. A forest ecosystem refers to the community of plants and animals that live in a particular area, while a forest biome refers to a specific type of environment, such as a deciduous forest or a tropical rainforest. Both terms can be used interchangeably to describe the same thing, but it is important to understand the context in which they are being used.",6,True
envo,http://purl.obolibrary.org/obo/ENVO_01000792,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:mass_gaseous_flow rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_participant ;
            owl:someValuesFrom :gaseous_environmental_material ],
        :mass_fluid_flow ;
    :has_definition ""A process whereby a large volume of gas moves due to a disequilibrium of physical forces."" ;
    :has_related_synonym ""wind"" .

","Mass gaseous flow is a term used to describe the movement of a large volume of gas through a system. This can occur when there is a difference in physical forces within the system, causing the gas to move from an area of high pressure to an area of low pressure.
The term ""wind"" is often used colloquially to refer to mass gaseous flow, but it is not a technical term used in the field of fluid mechanics. Instead, engineers and scientists use terms like ""mass gaseous flow"" or ""gas flow rate"" to describe the movement of gases through pipes, ducts, and other systems.",4,True
envo,http://purl.obolibrary.org/obo/ENVO_01000793,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:atmospheric_wind rdfs:subClassOf :atmospheric_process,
        :mass_gaseous_flow ;
    :has_broad_synonym ""wind"" ;
    :has_related_synonym ""A mass gaseous flow which occurrs in a planet's atmosphere due to internal pressure disequilibria."" .

","Atmospheric wind is a type of mass gaseous flow that occurs in the Earth's atmosphere due to differences in temperature and pressure. It can vary in speed and direction, and can cause weather changes such as storms and high winds. Atmospheric wind is also known as atmospheric process or simply wind.",4,True
envo,http://purl.obolibrary.org/obo/ENVO_01000794,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:stellar_wind rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_part ;
            owl:someValuesFrom :stellar_radiation ],
        [ a owl:Restriction ;
            owl:onProperty :has_participant ;
            owl:someValuesFrom :star ],
        :mass_plasma_flow ;
    :has_definition ""A stream of plasma primarily composed of electrons, protons, and alpha particles ejected from the upper atmosphere of a star."" ;
    :has_related_synonym ""Solar wind"" .

","Stellar wind is a stream of plasma, primarily composed of electrons, protons and alpha particles, that is expelled from the upper atmosphere of a star.",5,True
envo,http://purl.obolibrary.org/obo/ENVO_01000795,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:planetary_wind rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_participant ;
            owl:someValuesFrom [ a owl:Restriction ;
                    owl:onProperty :composed_primarily_of ;
                    owl:someValuesFrom [ owl:intersectionOf [ rdf:first :gaseous_environmental_material ;
                                    rdf:rest [ rdf:first [ a owl:Restriction ;
                                                    owl:onProperty :input_of ;
                                                    owl:someValuesFrom :atmospheric_escape ] ;
                                            rdf:rest :nil ] ] ] ] ],
        :mass_gaseous_flow ;
    :has_related_synonym ""A mass gaseous flow in which planetary atmospheric gases flow into outer space."",
        ""atmospheric escape"" .

",Planetary wind is a type of mass gaseous flow that occurs when planetary atmospheric gases flow into outer space.,4,True
envo,http://purl.obolibrary.org/obo/ENVO_01000796,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:mass_plasma_flow rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_participant ;
            owl:someValuesFrom :plasma ],
        :mass_fluid_flow ;
    :has_definition ""A process whereby a large volume of plasma moves due to a disequilibrium of physical forces."" .

","Mass plasma flow is a type of mass fluid flow where the fluid consists of partially or fully ionized gas, known as plasma. This can occur in various scenarios, such as during a solar flare or a nuclear fusion reaction. The plasma's movement can be driven by a variety of factors, including temperature gradients, magnetic fields, and electric potential differences. It is important to understand the behavior of mass plasma flow for various applications, including space exploration and energy generation.",3,True
envo,http://purl.obolibrary.org/obo/ENVO_01000797,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:gaseous_environmental_material rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_quality ;
            owl:someValuesFrom :quality_of_a_gas ],
        :fluid_environmental_material ;
    owl:equivalentClass [ owl:intersectionOf [ rdf:first :environmental_material ;
                    rdf:rest [ rdf:first [ a owl:Restriction ;
                                    owl:onProperty :has_quality ;
                                    owl:someValuesFrom :quality_of_a_gas ] ;
                            rdf:rest :nil ] ] ] ;
    :has_definition ""A material entity which is composed of one or more chemical entities and has neither independent shape nor volume but tends to expand indefinitely."" ;
    :has_narrow_synonym ""gas"" .

","A gaseous environmental material is a type of fluid that has the property of being able to expand indefinitely, and is composed of one or more chemical entities. It does not have an independent shape or volume, but instead tends to fill the space it occupies. A gaseous environmental material can be a gas, such as nitrogen, oxygen, or methane, or it can be a mixture of gases, such as the air we breathe.",5,True
envo,http://purl.obolibrary.org/obo/ENVO_01000798,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:plasma rdfs:subClassOf :fluid_environmental_material ;
    :has_definition ""A material entity which is composed of a volume of unbound positive and negative particles in roughly equal numbers, conducts electricity, and possesses internal magnetic fields."" .

","Yes, plasma is a type of fluid that is composed of ions and free electrons. It is an intermediate state between gases and solids, characterized by the presence of a large number of charged particles that are in constant motion. Plasma is capable of conducting electricity and can be found in various natural phenomena, such as lightning, the aurora borealis, and the sun's corona. In addition to its natural occurrences, plasma is also used in a variety of industrial processes and scientific research, including the production of semiconductor materials and the study of fusion reactions.",2,True
envo,http://purl.obolibrary.org/obo/ENVO_01000799,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:astronomical_body rdfs:subClassOf :astronomical_object ;
    :has_definition ""An object which is naturally occuring, bound together by gravitational or electromagnetic forces, and surrounded by space."" ;
    :has_related_synonym ""celestial body"" .

","Certainly! Here's the rewritten information:
Astronomical body is a type of astronomical object that refers to any naturally occurring, gravitationally or electromagnetically bound object in space. The term ""astronomical body"" can also be used as a synonym for celestial body.",3,True
envo,http://purl.obolibrary.org/obo/ENVO_01000800,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:planet rdfs:subClassOf :astronomical_body ;
    :has_definition ""A planet is an astronomical body orbiting a star or stellar remnant that is massive enough to be rounded by its own gravity, is not massive enough to cause thermonuclear fusion, and has cleared its neighbouring region of planetesimals."" .

",planet is a celestial body that orbits around the sun.,2,True
envo,http://purl.obolibrary.org/obo/ENVO_01000801,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:star rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :composed_primarily_of ;
            owl:someValuesFrom :plasma ],
        :astronomical_body,
        :mass_of_environmental_material ;
    :has_definition ""An astronomical object which is composed primarily of luminous plasma held in a spherical form by gravitational forces."" .

",star is a type of astronomical body.,4,True
envo,http://purl.obolibrary.org/obo/ENVO_01000802,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:planetary_moon rdfs:subClassOf :astronomical_body ;
    :has_broad_synonym ""moon"" ;
    :has_definition ""An astronomical body which orbits a planet of comparatively greater mass."" ;
    :has_related_synonym ""natural satellite"" .

",Astronomical body that orbits a planet of comparatively greater mass.,4,True
envo,http://purl.obolibrary.org/obo/ENVO_01000803,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:asteroid rdfs:subClassOf :minor_planet .

",asteroid is a type of minor planet.,1,False
envo,http://purl.obolibrary.org/obo/ENVO_01000804,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:astronomical_object rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_part ;
            owl:someValuesFrom :astronomical_body ],
        [ a owl:Restriction ;
            owl:onProperty :surrounded_by ;
            owl:someValuesFrom :outer_space ],
        [ a owl:Restriction ;
            owl:onProperty :has_quality ;
            owl:someValuesFrom :geodiversity ],
        :object ;
    :has_definition ""An object which is composed of one or more gravitationally bound structures that are associated with a position in space."" ;
    :has_related_synonym ""celestial object"" .

","astronomical object is a type of celestial body.
astronomical object is a type of cosmic entity.
astronomical object has related antonym terrestrial object.",6,True
envo,http://purl.obolibrary.org/obo/ENVO_01000805,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:globular_star_cluster rdfs:subClassOf :astronomical_object ;
    :has_definition ""A group of gravitationally bound stars."" .

","A globular star cluster is a type of astronomical object that consists of a dense, spherical grouping of stars. The stars within a globular cluster are tightly bound together by their mutual gravitational attraction and the cluster's own motion through space. Globular clusters are typically found in the halo of a galaxy, orbiting around it at various distances from its center. They are among the oldest known objects in the universe, with many globular clusters dating back over 12 billion years.",2,True
envo,http://purl.obolibrary.org/obo/ENVO_01000806,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:nebula rdfs:subClassOf :astronomical_object ;
    :has_definition ""An interstellar cloud of dust, hydrogen, helium and other ionized gases"" .

","Nebula is indeed an interstellar cloud of dust, hydrogen, helium and other ionized gases. These clouds can vary in size, shape, and density, and they often form as a result of supernova explosions or the collision of two stars. Nebulas are also known for their beautiful and colorful appearance, which is caused by the absorption and emission of light by the different elements present in the cloud.",2,True
envo,http://purl.obolibrary.org/obo/ENVO_01000807,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:galaxy rdfs:subClassOf :astronomical_object ;
    :has_definition ""A galaxy is a gravitationally bound system of stars, stellar remnants, interstellar gas, dust, and dark matter."" .

","A galaxy is a type of astronomical object that is composed of stars, stellar remnants, interstellar gas, dust, and dark matter, all held together by the force of gravity. It is a gravitationally bound system and can consist of millions or even billions of individual stars, as well as nebulae and other astronomical objects. Galaxies come in various shapes and sizes, from small, irregularly shaped ones to large, spiral-shaped ones that are home to trillions of stars. They are the building blocks of the universe, with many galaxies forming larger structures such as clusters or superclusters.",2,True
envo,http://purl.obolibrary.org/obo/ENVO_01000808,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:dwarf_planet rdfs:subClassOf :minor_planet ;
    :has_definition ""An astronomical body which is in direct orbit of a star and is massive enough for its own gravity to compress it into a shape preserved by hydrostatic equilibrium (usually a spheroid), but which shares its orbit with other bodies, such as asteroids or comets."" .

","Yes, a dwarf planet is an astronomical body that is in direct orbit of a star and has enough mass to be held together by its own gravity. It shares its orbit with other smaller bodies like asteroids or comets but unlike planets, it does not have cleared its orbit of other objects. Dwarf planets are typically found in the outer reaches of the solar system and are often referred to as ""rocky"" planets due to their composition.",2,True
envo,http://purl.obolibrary.org/obo/ENVO_01000809,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:minor_planet rdfs:subClassOf :astronomical_body ;
    :has_definition ""A minor planet is an astronomical object in direct orbit around the Sun that is neither a planet nor exclusively classified as a comet. Minor planets can be dwarf planets, asteroids, trojans, centaurs, Kuiper belt objects, and other trans-Neptunian objects."" .

","The term ""minor planet"" refers to a type of astronomical object that is in direct orbit around the Sun and is neither a planet nor exclusively classified as a comet. These objects can be classified into several categories, including dwarf planets, asteroids, trojans, centaurs, Kuiper belt objects, and other trans-Neptunian objects.",2,True
envo,http://purl.obolibrary.org/obo/ENVO_01000810,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:planetary_atmosphere rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :partially_surrounded_by ;
            owl:someValuesFrom :planetary_surface ],
        :atmosphere ;
    :has_definition ""An atmosphere which surrounds a planet."" .

","Planetary atmosphere is a type of atmosphere that surrounds a planet, and at least partially surrounds the planet's surface.",3,True
envo,http://purl.obolibrary.org/obo/ENVO_01000811,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:nitrogen_oxygen_planetary_atmosphere rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :composed_primarily_of ;
            owl:someValuesFrom [ owl:intersectionOf [ rdf:first :dioxygen ;
                            rdf:rest [ rdf:first :dinitrogen ;
                                    rdf:rest :nil ] ] ] ],
        :planetary_atmosphere ;
    :has_definition ""A planetary atmosphere which is composted primarily of dinitrogen and dioxygen gas."" .

",A planetary atmosphere composed primarily of dinitrogen and dioxygen gas is referred to as a nitrogen-oxygen planetary atmosphere.,3,True
envo,http://purl.obolibrary.org/obo/ENVO_01000812,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:desert_pavement rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :desert ],
        [ a owl:Restriction ;
            owl:onProperty :composed_primarily_of ;
            owl:someValuesFrom [ owl:unionOf [ rdf:first :pebble ;
                            rdf:rest [ rdf:first :cobble ;
                                    rdf:rest :nil ] ] ] ],
        [ a owl:Restriction ;
            owl:onProperty :composed_primarily_of ;
            owl:someValuesFrom :rock ],
        :solid_surface_layer,
        :surface_of_an_astronomical_body ;
    :has_definition ""A desert surface covered with closely packed, interlocking angular or rounded rock fragments of pebble and cobble size."" ;
    :has_exact_synonym ""gibber"",
        ""reg"",
        ""saï"",
        ""serir"" .

","Desert pavement is a type of solid surface layer that forms when the processes of weathering, erosion, and deposition have caused the removal of finer-grained materials from the surface. The remaining rock fragments are tightly packed together to form a durable, resistant layer that can withstand the harsh conditions found in desert environments. This type of pavement is commonly seen in arid regions where water and wind have caused the breakdown and removal of softer materials over time. It provides a stable surface for various types of vegetation, such as grasses and succulents, to grow and thrive in these challenging conditions.",10,True
envo,http://purl.obolibrary.org/obo/ENVO_01000813,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:astronomical_body_part rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :astronomical_body ],
        :fiat_object_part ;
    :has_definition ""A material part of an astronomical body."" .

","An astronomical body part, often referred to as a celestial object, is indeed a type of fiat object part. It can also be described as a material part of an astronomical body, though the term ""astronomical body"" could refer to any object within the universe that is visible to astronomers.",3,True
envo,http://purl.obolibrary.org/obo/ENVO_01000814,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:solid_environmental_material rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_quality ;
            owl:someValuesFrom :quality_of_a_solid ],
        :environmental_material ;
    owl:equivalentClass [ owl:intersectionOf [ rdf:first :environmental_material ;
                    rdf:rest [ rdf:first [ a owl:Restriction ;
                                    owl:onProperty :has_quality ;
                                    owl:someValuesFrom :quality_of_a_solid ] ;
                            rdf:rest :nil ] ] ] ;
    :has_definition ""An environmental material which is in a solid state."" .

","It seems like you are trying to describe the concept of a ""solid environmental material."" A solid environmental material is a type of environmental material that meets the definition: an environmental material which is in a solid state. It is possible that you were looking for the term ""pollutant"" instead, as it relates to materials that can negatively impact the environment.",4,True
envo,http://purl.obolibrary.org/obo/ENVO_01000815,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:liquid_environmental_material rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_quality ;
            owl:someValuesFrom :quality_of_a_liquid ],
        :fluid_environmental_material ;
    owl:equivalentClass [ owl:intersectionOf [ rdf:first :environmental_material ;
                    rdf:rest [ rdf:first [ a owl:Restriction ;
                                    owl:onProperty :has_quality ;
                                    owl:someValuesFrom :quality_of_a_liquid ] ;
                            rdf:rest :nil ] ] ] ;
    :has_definition ""An environmental material which is in a liquid state."" .

","Liquid environmental material is a substance that exhibits the properties of a liquid and has some quality of environmental materials. It may be in a liquid state or can change its state to a liquid under certain conditions. Examples include water, oil, and various chemical compounds.",4,True
envo,http://purl.obolibrary.org/obo/ENVO_01000816,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:area_of_deciduous_forest rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_part ;
            owl:someValuesFrom [ owl:unionOf [ rdf:first :temperate_deciduous_broadleaf_forest ;
                            rdf:rest [ rdf:first :temperate_deciduous_needleleaf_forest ;
                                    rdf:rest [ rdf:first :tropical_deciduous_broadleaf_forest ;
                                            rdf:rest [ rdf:first :tropical_semi_deciduous_broadleaf_forest ;
                                                    rdf:rest :nil ] ] ] ] ] ],
        [ a owl:Restriction ;
            owl:onProperty :adjacent_to ;
            owl:someValuesFrom :atmospheric_boundary_layer ],
        :terrestrial_environmental_zone ;
    :alternative_term ""deciduous forest"" ;
    :has_definition ""An area of a planet's surface which is primarily covered by a forest in which the majority of trees shed foliage simultaneously in response to seasonal change. The surfaces of this area (including the surface of the forest canopy) are in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."" .

","Area of deciduous forest is a terrestrial environmental zone that consists primarily of trees shedding their foliage at the same time during seasonal changes. It can be found in various parts of the world, including temperate and tropical regions, with different types of forests such as deciduous broadleaf or needleleaf forests. The area is adjacent to an atmospheric boundary layer and has a surface that is in contact with the planet's exosphere through an atmospheric column extending from the planetary boundary layer to the exosphere, with little to no physical obstruction. Another term for this type of forest is deciduous forest.",5,True
envo,http://purl.obolibrary.org/obo/ENVO_01000817,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:biosphere rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_part ;
            owl:someValuesFrom :collection_of_organisms ],
        :compound_astronomical_body_part ;
    :has_definition ""A biosphere is a part of an astronomical body which includes, as parts, all the living entities within the gravitational sphere of influence of that body, as well as the non-living and dead entities with which they interact."" .

","Biosphere is a part of an astronomical body which includes all the living entities within the gravitational sphere of influence of that body, as well as the non-living and dead entities with which they interact.",3,True
envo,http://purl.obolibrary.org/obo/ENVO_01000819,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:hydrosphere rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :composed_primarily_of ;
            owl:someValuesFrom :liquid_water ],
        :liquid_astronomical_body_part ;
    :has_definition ""An astronomical body part which is composed of the combined mass of water found on, under, and over the surface of a planet."" .

","Hydrosphere is a term used in astronomy to refer to the layer of water on and beneath the surface of a planet, including all of its oceans, lakes, rivers, and groundwater. It is an important part of a planet's climate system and plays a critical role in maintaining life on Earth.",3,True
